ID,desired,softmax,DiffShort,DiffLong,DiffAll,DirShort,DirLong,DirAll,feCheater00,feBiasP01,feBiasN02,feBiasZ03,feRepeatL04,fe3DiffMean05,feRandom06,X00_00,X01_01,X02_02,X03_03,X04_04,X05_05,X06_06,X07_04,X08_06,X09_05,X10_06,X11_04,X12_05,N00,N01,N02,N03,N04,Y00_00,Y01_01,Y02_02,Y03_03,Y04_04,reserve
9988,0.32406667,0.00073928,2.8e-7,2e-8,2.22e-6,0.0625,0.00390625,0.5,0.32406667,0.5,-0.5,0,0.2306201,-0.20805901,0.89385986,0.001,0.011,0.001,0.001,0.011,0.001,0.011,0.011,0.011,0.001,0.011,0.011,0.001,0.02179283,0.01570735,0.01222138,0.00322174,-0.00026423,0.011,0.011,0.011,0.011,0.001,0
9987,0.40456069,0.00100253,9.87e-6,6.2e-7,5.271e-5,0.12109375,0.00779724,0.66666669,0.40456069,0.5,-0.5,0,0.32406667,-0.38899297,-0.18835449,0.001,0.0209989,0.001,0.001,0.0209989,0.001,0.001,0.0209989,0.001,0.001,0.001,0.0209989,0.001,0.02060598,0.00840266,-0.00073323,0.00864187,-0.00049402,0.0209989,0.0209989,0.001,0.0209989,0.001,0
9986,0.60359591,0.00373741,8.727e-5,5.49e-6,0.00035161,0.17602539,0.01167303,0.75,0.60359591,0.5,-0.5,0,0.40456069,0.95924741,0.15875244,0.001,0.0309968,0.001,0.001,0.0309968,0.011,0.011,0.0309968,0.011,0.011,0.011,0.0309968,0.011,0.0505807,0.01814033,0.01561646,0.01592257,0.0133987,0.0309968,0.0309968,0.011,0.0309968,0.011,0
9985,-0.44362989,0.00151381,-0.0002283,-1.391e-5,-0.00071108,0.1025238,0.00772119,0.40000001,-0.44362989,0.5,-0.5,0,0.60359591,1.33222318,0.11981201,0.001,0.0209937,0.011,0.001,0.0209937,0.001,0.001,0.0209937,0.001,0.001,0.001,0.0209937,0.001,0.02427803,0.01624179,0.00184408,0.01608963,0.00169192,0.0209937,0.0209937,0.001,0.0209937,0.001,0
9984,-0.08829585,-0.00315438,-0.00016384,-1.072e-5,-0.00045872,0.15861607,0.01159727,0.5,-0.08829585,0.5,-0.5,0,-0.44362989,0.56452668,-0.68139648,0.001,0.0109916,0.0209989,0.001,0.0309916,0.001,0.011,0.0309916,0.011,0.001,0.011,0.0309916,0.001,-0.03261098,-0.02697497,-0.00880145,-0.01745658,0.00071695,0.0309916,0.0309916,0.011,0.0309916,0.001,0
9983,-0.2306201,-0.00445696,-4.868e-5,-4.12e-6,-0.00015337,0.21120256,0.01545822,0.5714286,-0.2306201,0.5,-0.5,0,-0.08829585,0.07167017,-0.7902832,0.001,0.001,0.0309968,0.001,0.0409885,0.001,0.0209989,0.0409885,0.0209989,0.001,0.0209989,0.0409885,0.001,-0.04461485,-0.02566421,-0.02097699,-0.00459619,9.102e-5,0.0409885,0.0409885,0.0209989,0.0409885,0.001,0
9982,0.19663702,-0.00153709,-0.0002571,-1.732e-5,-0.00055715,0.1355024,0.01149159,0.375,0.19663702,0.5,-0.5,0,-0.2306201,-0.76254582,-0.1262207,0.001,0.011,0.0209937,0.001,0.0309844,0.001,0.0109968,0.0309844,0.0109968,0.001,0.0109968,0.0309844,0.001,-0.01814987,-0.01083711,-0.00273122,-0.00907433,-0.00096843,0.0309844,0.0309844,0.0109968,0.0309844,0.001,0
9981,0.43618992,0.00144883,-0.00024295,-1.737e-5,-0.00049864,0.0645335,0.00754045,0.22222222,0.43618992,0.5,-0.5,0,0.19663702,-0.12227893,-0.52990723,0.001,0.0209989,0.0109916,0.001,0.0409813,0.001,0.001,0.0409813,0.001,0.001,0.001,0.0409813,0.001,0.01575802,0.00956035,-0.00082828,0.01023333,-0.00015529,0.0209813,0.0409813,0.001,0.0409813,0.001,0
9980,0.37919405,0.00570166,-3.646e-5,-5.35e-6,-0.00014269,0.12300016,0.01141725,0.30000001,0.37919405,0.5,-0.5,0,0.43618992,0.40220684,-0.88623047,0.001,0.0309968,0.001,0.001,0.0509772,0.011,0.001,0.0509772,0.001,0.011,0.001,0.0509772,0.011,0.05175563,0.02709529,0.00449317,0.0282208,0.00561868,0.0309792,0.0509772,0.001,0.0509772,0.011,0
9979,0.84114063,0.01047381,0.00032221,1.694e-5,0.00038864,0.17781265,0.0152789,0.36363637,0.84114063,0.5,-0.5,0,0.37919405,1.01202095,0.29052734,0.001,0.0409937,0.001,0.001,0.0609721,0.0209989,0.011,0.0609721,0.011,0.0209989,0.011,0.0609721,0.0209989,0.08575483,0.03340044,0.03103156,0.02934183,0.02697295,0.0409761,0.0609721,0.011,0.0609721,0.0209989,0
9978,0.60359591,0.02885443,0.00138187,8.436e-5,0.00179597,0.22919936,0.01912547,0.41666666,0.60359591,0.5,-0.5,0,0.84114063,1.65652454,-0.7791748,0.001,0.0509896,0.001,0.001,0.07096601,0.0309968,0.001,0.07096601,0.001,0.0309968,0.001,0.07096601,0.0309968,0.17116088,0.07446267,0.06399329,0.07545222,0.06498284,0.050972,0.07096601,0.0209989,0.07096601,0.0309968,0
9977,0.77374846,0.03628485,0.00283465,0.00018023,0.00355214,0.27737439,0.02295701,0.46153846,0.77374846,0.5,-0.5,0,0.60359591,1.8239305,-0.30456543,0.001,0.0609845,0.001,0.001,0.0809589,0.0409937,0.001,0.0809589,0.001,0.0409937,0.001,0.0809589,0.0409937,0.19377838,0.06147714,0.0938722,0.06186394,0.09425899,0.0609669,0.0809589,0.0309968,0.0809589,0.0409937,0
9976,0.93235451,0.06158066,0.00543895,0.00035337,0.00647725,0.3225385,0.02677358,0.5,0.93235451,0.5,-0.5,0,0.77374846,2.21848488,-0.46704102,0.001,0.0709784,0.001,0.001,0.0909508,0.0509896,0.001,0.0909508,0.001,0.0509896,0.001,0.0909508,0.0509896,0.27384171,0.08819739,0.14069037,0.08879053,0.14128351,0.0709608,0.0909508,0.0409937,0.0909508,0.0509896,0
9975,-0.18503462,0.04944146,0.00080815,8.381e-5,0.0014685,0.23987985,0.02276275,0.40000001,-0.18503462,0.5,-0.5,0,0.93235451,2.30969882,0.0637207,0.001,0.0609713,0.011,0.001,0.08094171,0.0409845,0.001,0.08094171,0.001,0.0409845,0.001,0.08094171,0.0409845,0.24570371,0.09520522,0.11889523,0.09512429,0.1188143,0.06095371,0.08094171,0.0309896,0.08094171,0.0409845,0
9974,-0.70557433,0.00230755,0.00011209,4.314e-5,0.00073117,0.16238736,0.01876758,0.3125,-0.70557433,0.5,-0.5,0,-0.18503462,1.52106833,-0.14019775,0.001,0.0509652,0.0209989,0.001,0.09093361,0.0309804,0.011,0.09093361,0.011,0.0309804,0.011,0.09093361,0.0309804,0.05535358,-0.02331934,0.05771178,-0.02136079,0.05967034,0.05094761,0.09093361,0.0209865,0.09093361,0.0309804,0
9973,-0.80845088,-0.0291489,0.00137681,0.00012245,0.00188508,0.21473815,0.02260052,0.35294119,-0.80845088,0.5,-0.5,0,-0.70557433,0.04174554,0.75054932,0.001,0.04096011,0.0309968,0.001,0.10092451,0.0209773,0.001,0.10092451,0.001,0.0209773,0.001,0.10092451,0.0209773,-0.08144844,-0.08887906,0.00206535,-0.08983225,0.00111215,0.06094252,0.10092451,0.0109844,0.10092451,0.0209773,0
9972,-0.45825186,-0.052556,0.0037199,0.00027379,0.00393958,0.26381701,0.02641849,0.3888889,-0.45825186,0.5,-0.5,0,-0.80845088,-1.69905984,0.9083252,0.001,0.03095601,0.0409937,0.001,0.11091441,0.0309752,0.001,0.11091441,0.001,0.0309752,0.001,0.11091441,0.0309752,-0.18448694,-0.11152804,-0.06543969,-0.11268161,-0.06659327,0.07093642,0.11091441,0.0209833,0.11091441,0.0309752,0
9971,0.34321287,-0.02524712,0.00120264,0.00012993,0.00180822,0.18482845,0.02240904,0.31578946,0.34321287,0.5,-0.5,0,-0.45825186,-1.97227716,-0.05615234,0.001,0.04095292,0.0309896,0.001,0.10090332,0.0209721,0.001,0.10090332,0.001,0.0209721,0.001,0.10090332,0.0209721,-0.1047214,-0.05862846,-0.05248273,-0.05855715,-0.05241142,0.06092933,0.10090332,0.0109812,0.10090332,0.0209721,0
9970,-0.90081656,0.00455887,0.00037438,8.235e-5,0.00111537,0.11077666,0.01841525,0.25,-0.90081656,0.5,-0.5,0,0.34321287,-0.92348987,-0.68652344,0.001,0.03094882,0.0409865,0.001,0.09089322,0.03097001,0.011,0.09089322,0.011,0.03097001,0.011,0.09089322,0.03097001,-0.01267144,0.02997728,-0.04587308,0.03956728,-0.03628308,0.05092324,0.09089322,0.0209801,0.09089322,0.03097001,0
9969,0.79809833,-0.02587447,-0.00194621,-6.154e-5,-0.00068796,0.04135312,0.01443707,0.19047619,0.79809833,0.5,-0.5,0,-0.90081656,-1.01585555,-0.23260498,0.001,0.04094573,0.0309824,0.001,0.08088414,0.02096691,0.001,0.08088414,0.001,0.02096691,0.001,0.08088414,0.02096691,-0.11289841,-0.09218307,-0.02732924,-0.09188766,-0.02703383,0.04091814,0.08088414,0.010978,0.08088414,0.02096691,0
9968,0.88075584,0.02942314,-0.00045881,2.406e-5,0.00033656,0.10126855,0.01828692,0.22727273,0.88075584,0.5,-0.5,0,0.79809833,0.24049464,-0.25628662,0.001,0.05094164,0.0209793,0.001,0.09087604,0.03096481,0.001,0.09087604,0.001,0.03096481,0.001,0.09087604,0.03096481,0.11960402,0.09114709,0.00913134,0.09147258,0.00945683,0.05091405,0.09087604,0.0209769,0.09087604,0.03096481,0
9967,0.74488384,0.04642105,0.00175294,0.00016041,0.00184059,0.15743926,0.02212174,0.26086956,0.74488384,0.5,-0.5,0,0.88075584,0.77803767,-0.27838135,0.001,0.06093654,0.0109772,0.001,0.10086695,0.04096171,0.001,0.10086695,0.001,0.04096171,0.001,0.10086695,0.04096171,0.18340346,0.11130689,0.04006637,0.11166044,0.04041991,0.06090896,0.10086695,0.03097481,0.10086695,0.04096171,0
9966,0.11309273,0.07414354,0.00506938,0.0003739,0.00404787,0.21009931,0.02594158,0.29166666,0.11309273,0.5,-0.5,0,0.74488384,2.423738,-0.69537354,0.001,0.07093044,0.001,0.001,0.11085686,0.05095761,0.001,0.11085686,0.001,0.05095761,0.001,0.11085686,0.05095761,0.30115682,0.1030496,0.15289359,0.10393272,0.15377671,0.07090287,0.11085686,0.04097171,0.11085686,0.05095761,0
9965,-0.73292363,0.0200132,0.00270998,0.00024479,0.00257874,0.13446811,0.021934,0.23999999,-0.73292363,0.5,-0.5,0,0.11309273,1.73873234,-0.7064209,0.001,0.06092335,0.011,0.001,0.10084578,0.04095252,0.011,0.10084578,0.011,0.04095252,0.011,0.10084578,0.04095252,0.12609462,0.00461384,0.07995903,0.01448174,0.08982694,0.06089578,0.10084578,0.03096761,0.10084578,0.04095252,0
9964,-0.79057103,-0.03543894,0.00420818,0.00034805,0.00350574,0.18856385,0.02575457,0.26923078,-0.79057103,0.5,-0.5,0,-0.73292363,0.12505293,0.24865723,0.001,0.05091726,0.0209989,0.001,0.11083569,0.03094842,0.001,0.11083569,0.001,0.03094842,0.001,0.11083569,0.03094842,-0.07807062,-0.10195788,0.00523084,-0.10227367,0.00491504,0.07088969,0.11083569,0.02096452,0.11083569,0.03094842,0
9963,0.37041646,-0.03479061,0.00095955,0.00016009,0.00160662,0.11427861,0.02174771,0.22222222,0.37041646,0.5,-0.5,0,-0.79057103,-1.41040194,0.21044922,0.001,0.06091217,0.0109968,0.001,0.1008246,0.02094533,0.011,0.1008246,0.011,0.02094533,0.011,0.1008246,0.02094533,-0.10327089,-0.09744577,-0.03453397,-0.10038573,-0.03747393,0.0608826,0.1008246,0.01096242,0.1008246,0.02094533,0
9962,0.63547492,0.02203124,0.00182587,0.00021736,0.00207857,0.1696362,0.02556901,0.25,0.63547492,0.5,-0.5,0,0.37041646,-1.1530782,0.06567383,0.001,0.07090608,0.001,0.001,0.11081452,0.01094323,0.0209989,0.11081452,0.0209989,0.01094323,0.0209989,0.11081452,0.01094323,0.08205829,0.05376513,-0.01427055,0.05201371,-0.01602197,0.07087651,0.11081452,0.001,0.11081452,0.01094323,0
9961,-0.59033167,0.02610081,-0.00047019,8.014e-5,0.00080309,0.09653394,0.02156288,0.20689656,-0.59033167,0.5,-0.5,0,0.63547492,0.21532029,-0.38702393,0.001,0.06089899,0.011,0.001,0.10080343,0.001,0.0309968,0.10080343,0.0309968,0.001,0.0309968,0.10080343,0.001,0.09759223,0.06568033,-0.01495918,0.08091296,0.00027346,0.06086943,0.10080343,0.011,0.10080343,0.001,0
9960,0.27372563,-0.01849325,-0.00205308,-2.094e-5,-8.357e-5,0.02800057,0.0175724,0.16666667,0.27372563,0.5,-0.5,0,-0.59033167,0.41555971,-0.3729248,0.001,0.0708929,0.001,0.001,0.09079336,0.011,0.0209937,0.09079336,0.0209937,0.011,0.0209937,0.09079336,0.011,-0.02764085,-0.07775287,-0.0041369,-0.06781076,0.00580521,0.05086334,0.09079336,0.001,0.09079336,0.011,0
9959,-0.36147577,0.01025122,-0.00289834,-8.171e-5,-0.00058337,-0.03624947,0.01359751,0.12903225,-0.36147577,0.5,-0.5,0,0.27372563,0.31886888,0.63153076,0.001,0.06088581,0.011,0.001,0.08078428,0.001,0.0109916,0.08078428,0.0109916,0.001,0.0109916,0.08078428,0.001,0.06891512,0.03688005,0.00922014,0.02806487,0.00040496,0.04085825,0.08078428,0.001,0.08078428,0.001,0
9958,0.02526975,-0.00376447,-0.00315377,-0.00010868,-0.00078344,-0.09648387,0.00963814,0.09375,0.02526975,0.5,-0.5,0,-0.36147577,-0.67808181,0.43395996,0.001,0.07087972,0.001,0.001,0.0707762,0.001,0.0209905,0.0707762,0.0209905,0.001,0.0209905,0.0707762,0.001,0.02254129,-0.02089602,0.01070603,-0.03246322,-0.00086116,0.03085417,0.0707762,0.011,0.0707762,0.001,0
9957,-0.48572853,-0.00059038,-0.00302705,-0.00011266,-0.0007938,-0.15295362,0.00569424,0.06060606,-0.48572853,0.5,-0.5,0,0.02526975,-0.06248039,-0.2890625,0.001,0.06087264,0.011,0.001,0.06076913,0.011,0.0309884,0.06076913,0.0309884,0.011,0.0309884,0.06076913,0.011,0.02132423,-0.00942468,-0.01224777,0.00195023,-0.00087285,0.02085108,0.08076912,0.0209989,0.06076913,0.011,0
9956,0.2943978,-0.00646052,-0.00353384,-0.00015572,-0.00109796,-0.20589402,0.00176575,0.02941176,0.2943978,0.5,-0.5,0,-0.48572853,-0.82193458,-0.56811523,0.001,0.07086655,0.001,0.001,0.05076305,0.001,0.0209853,0.05076305,0.0209853,0.001,0.0209853,0.05076305,0.001,-0.00318098,-0.04642728,-0.01618202,-0.03128912,-0.00104386,0.010849,0.07076105,0.0109968,0.05076305,0.001,0
9955,0.68135506,0.00565178,-0.00311509,-0.00014274,-0.00097613,-0.13052565,0.0056651,0.05714286,0.68135506,0.5,-0.5,0,0.2943978,-0.16606098,-0.20019531,0.001,0.08085946,0.001,0.001,0.06075797,0.001,0.0109832,0.06075797,0.0109832,0.001,0.0109832,0.06075797,0.001,0.07030278,0.01991438,-0.00300334,0.02270682,-0.0002109,0.02084791,0.08075397,0.001,0.06075797,0.001,0
9954,0.76753086,0.0200377,-0.00209776,-9.076e-5,-0.00058338,-0.0598678,0.00954922,0.08333334,0.76753086,0.5,-0.5,0,0.68135506,0.4900243,0.54406738,0.001,0.09085137,0.001,0.001,0.0707519,0.011,0.0209821,0.0707519,0.0209821,0.011,0.0209821,0.0707519,0.011,0.1392729,0.07552984,0.02134077,0.06103444,0.00684537,0.03084582,0.09074589,0.011,0.0707519,0.011,0
9953,-0.87112647,0.01421684,-0.00338191,-0.00017886,-0.00117962,-0.11862606,0.00560567,0.05405406,-0.87112647,0.5,-0.5,0,0.76753086,1.74328375,0.44616699,0.001,0.08084229,0.011,0.001,0.06074482,0.001,0.01098,0.06074482,0.01098,0.001,0.01098,0.06074482,0.001,0.11171527,0.06526257,0.00843539,0.05904115,0.00221396,0.02084274,0.08073682,0.001,0.06074482,0.001,0
9952,-0.80955142,-0.01769058,-0.00241631,-0.00013102,-0.000831,-0.04871193,0.00949003,0.07894737,-0.80955142,0.5,-0.5,0,-0.87112647,0.57775944,0.29882813,0.001,0.0708342,0.0209989,0.001,0.07073875,0.001,0.001,0.07073875,0.001,0.001,0.001,0.07073875,0.001,-0.04518213,-0.07748827,0.00111327,-0.07786778,0.00073375,0.03084066,0.09072874,0.001,0.07073875,0.001,0
9951,-0.62793028,-0.02557494,-0.00122404,-6.544e-5,-0.00038255,0.01683257,0.01335921,0.1025641,-0.62793028,0.5,-0.5,0,-0.80955142,-0.91314703,-0.82739258,0.001,0.06082712,0.0309968,0.001,0.08073167,0.011,0.011,0.08073167,0.011,0.011,0.011,0.08073167,0.011,-0.08794605,-0.09409213,-0.02431235,-0.08253473,-0.01275495,0.04083757,0.10071966,0.011,0.08073167,0.011,0
9950,0.42068237,-0.00876018,-0.00222164,-0.00013231,-0.00080261,-0.04671947,0.00940077,0.075,0.42068237,0.5,-0.5,0,-0.62793028,-2.30860806,0.93084717,0.001,0.07082104,0.0209937,0.001,0.07072359,0.001,0.0209989,0.07072359,0.0209989,0.001,0.0209989,0.07072359,0.001,-0.00280523,-0.03144068,0.02187985,-0.05625244,-0.00293191,0.03083349,0.09070959,0.001,0.07072359,0.001,0
9949,-0.68705803,0.00748182,-0.00286043,-0.0001804,-0.00108649,-0.1062995,0.0054578,0.04878049,-0.68705803,0.5,-0.5,0,0.42068237,-1.01679933,0.49261475,0.001,0.06081396,0.0309916,0.001,0.06071652,0.011,0.0109968,0.06071652,0.0109968,0.011,0.0109968,0.06071652,0.011,0.04398387,0.03929019,-0.00732276,0.03241064,-0.01420232,0.0208304,0.08070052,0.001,0.06071652,0.011,0
9948,-0.43609938,-0.01659449,-0.00204182,-0.00013971,-0.00081684,-0.03715578,0.00934273,0.07142857,-0.43609938,0.5,-0.5,0,-0.68705803,-0.89430594,0.37103271,0.001,0.05080787,0.0409885,0.001,0.07071045,0.0209989,0.001,0.07071045,0.001,0.0209989,0.001,0.07071045,0.0209989,-0.07865162,-0.06103509,-0.02336747,-0.0615063,-0.02383868,0.03082832,0.09069245,0.011,0.07071045,0.0209989,0
9947,-0.67243224,-0.01596901,-0.00125027,-9.767e-5,-0.00055082,0.02766645,0.01321249,0.09302326,-0.67243224,0.5,-0.5,0,-0.43609938,-0.70247501,0.82501221,0.001,0.04080279,0.0509844,0.001,0.08070338,0.0309968,0.001,0.08070338,0.001,0.0309968,0.001,0.08070338,0.0309968,-0.07766368,-0.04357589,-0.02658836,-0.04462365,-0.02763612,0.04082523,0.10068338,0.0209989,0.08070338,0.0309968,0
9946,0.7691161,-0.01625081,-0.00290847,-0.00020581,-0.00116972,-0.0365627,0.00925462,0.06818182,0.7691161,0.5,-0.5,0,-0.67243224,-1.79558969,0.85467529,0.001,0.05079871,0.0409793,0.001,0.07069531,0.0209937,0.011,0.07069531,0.011,0.0209937,0.011,0.07069531,0.0209937,-0.0898151,-0.04825367,-0.0358452,-0.06019208,-0.04778361,0.03082115,0.09067331,0.0109968,0.07069531,0.0209937,0
9945,-0.78386974,0.01088881,-0.0038361,-0.00027435,-0.00153817,-0.09677753,0.00531222,0.04444445,-0.78386974,0.5,-0.5,0,0.7691161,-0.33941552,0.61303711,0.001,0.04079363,0.0509752,0.001,0.06068824,0.0309916,0.001,0.06068824,0.001,0.0309916,0.001,0.06068824,0.0309916,0.04007731,0.05988616,-0.01257864,0.0591076,-0.0133572,0.02081807,0.08066424,0.0209957,0.06068824,0.0309916,0
9944,-0.79439455,-0.02233558,-0.00266314,-0.00021496,-0.00118011,-0.02822893,0.00919772,0.06521739,-0.79439455,0.5,-0.5,0,-0.78386974,-0.68718588,0.72851563,0.001,0.03078956,0.0609701,0.001,0.07068218,0.0409885,0.001,0.07068218,0.001,0.0409885,0.001,0.07068218,0.0409885,-0.12401093,-0.06915402,-0.03480875,-0.07007923,-0.03573396,0.03081599,0.09065617,0.0309936,0.07068218,0.0409885,0
9943,-0.85170877,-0.03317686,-0.00103003,-0.00012245,-0.00065568,0.03603538,0.01306804,0.08510638,-0.85170877,0.5,-0.5,0,-0.79439455,-0.80914813,0.41265869,0.001,0.02078648,0.070964,0.001,0.0806751,0.0509844,0.001,0.0806751,0.001,0.0509844,0.001,0.0806751,0.0509844,-0.16448942,-0.08042612,-0.05175001,-0.08095019,-0.05227409,0.0408129,0.1006471,0.0409905,0.0806751,0.0509844,0
9942,0.49228165,-0.03568326,-0.00422919,-0.00032595,-0.00172989,-0.02871683,0.00911075,0.0625,0.49228165,0.5,-0.5,0,-0.85170877,-2.42997313,-0.33782959,0.001,0.0307844,0.0609569,0.001,0.07066704,0.0409793,0.001,0.07066704,0.001,0.0409793,0.001,0.07066704,0.0409793,-0.2204508,-0.07650144,-0.12526053,-0.07607239,-0.12483149,0.03080882,0.09063704,0.0309864,0.07066704,0.0409793,0
9941,-0.71047282,-0.00520743,-0.00411505,-0.00033406,-0.00174363,-0.08942203,0.00516891,0.04081633,-0.71047282,0.5,-0.5,0,0.49228165,-1.15382171,0.82720947,0.001,0.02078132,0.07095081,0.001,0.06065997,0.0509752,0.001,0.06065997,0.001,0.0509752,0.001,0.06065997,0.0509752,-0.0672091,0.03893003,-0.07330442,0.03787948,-0.07435498,0.04080574,0.08062797,0.0409833,0.06065997,0.0509752,0
9940,0.57147151,-0.01649237,-0.00547481,-0.00043381,-0.00222614,-0.14633316,0.00124247,0.02,0.57147151,0.5,-0.5,0,-0.71047282,-1.06989992,0.13330078,0.001,0.03077924,0.06094372,0.001,0.0506539,0.04097009,0.011,0.0506539,0.011,0.04097009,0.011,0.0506539,0.04097009,-0.11840404,-0.04376415,-0.05366489,-0.04562635,-0.05552709,0.03080166,0.07061991,0.03097921,0.0506539,0.04097009,0
9939,0.30449021,0.01470177,-0.00455892,-0.00039625,-0.00200249,-0.07468733,0.00514386,0.03921569,0.30449021,0.5,-0.5,0,0.57147151,0.35328034,0.18566895,0.001,0.04077616,0.05093762,0.001,0.06064883,0.05096599,0.0209989,0.06064883,0.0209989,0.05096599,0.0209989,0.06064883,0.05096599,0.06531607,0.04889816,0.02780826,0.04394673,0.02285683,0.04079858,0.08061285,0.04097611,0.06064883,0.05096599,0
9938,0.46534818,0.0103824,-0.00384516,-0.00036791,-0.00183205,-0.00751937,0.00903002,0.05769231,0.46534818,0.5,-0.5,0,0.30449021,0.1654889,-0.00561523,0.001,0.05077209,0.04093253,0.001,0.07064276,0.0609609,0.0109968,0.07064276,0.0109968,0.0609609,0.0109968,0.07064276,0.0609609,0.04626791,0.02722248,0.01273205,0.0273009,0.01281047,0.0507945,0.09060478,0.05097201,0.07064276,0.0609609,0
9937,0.54565376,0.04558688,-0.00154072,-0.00023746,-0.00117431,0.05545059,0.012901,0.0754717,0.54565376,0.5,-0.5,0,0.46534818,1.34130991,0.03710938,0.001,0.06076701,0.03092843,0.001,0.0806357,0.0709548,0.0209957,0.0806357,0.0209957,0.0709548,0.0209957,0.0806357,0.0709548,0.18690187,0.04855541,0.12042961,0.0475659,0.11944011,0.06078942,0.10059572,0.06096691,0.0806357,0.0709548,0
9936,0.27385059,0.06722299,0.00169975,-4.002e-5,-0.00022097,0.11448493,0.01675685,0.09259259,0.27385059,0.5,-0.5,0,0.54565376,1.31549215,0.40362549,0.001,0.07076094,0.02092534,0.001,0.09062763,0.0809477,0.0309936,0.09062763,0.0309936,0.0809477,0.0309936,0.09062763,0.0809477,0.24330305,0.07848372,0.14913069,0.06259958,0.13324654,0.07078334,0.11058566,0.07096081,0.09062763,0.0809477,0
9935,0.61607897,0.06686834,0.00484377,0.00016328,0.00072857,0.16982962,0.02059764,0.10909091,0.61607897,0.5,-0.5,0,0.27385059,1.2848525,0.1159668,0.001,0.08075386,0.01092325,0.001,0.10061856,0.0909396,0.0409905,0.10061856,0.0409905,0.0909396,0.0409905,0.10061856,0.0909396,0.23100309,0.04099561,0.15181261,0.03495879,0.14577581,0.08077626,0.12057459,0.08095371,0.10061856,0.0909396,0
9934,0.24165787,0.12381048,0.01071537,0.00054853,0.00247962,0.22171527,0.02442344,0.125,0.24165787,0.5,-0.5,0,0.61607897,1.43558335,0.6552124,0.001,0.09074578,0.001,0.001,0.1106085,0.1009305,0.0509864,0.1106085,0.0509864,0.1009305,0.0509864,0.1106085,0.1009305,0.36431685,0.12837625,0.22147328,0.08601241,0.17910945,0.09076818,0.13056254,0.09094561,0.1106085,0.1009305,0
9933,0.26314923,0.10956311,0.01562199,0.00089491,0.00400142,0.27035809,0.02823428,0.14035088,0.26314923,0.5,-0.5,0,0.24165787,1.13158739,0.671875,0.001,0.1007367,0.001,0.001,0.12059743,0.11092041,0.0609813,0.12059743,0.0609813,0.11092041,0.0609813,0.12059743,0.11092041,0.30818436,0.08888839,0.20809641,0.03697019,0.15617822,0.1007591,0.1405495,0.10093651,0.12059743,0.11092041,0
9932,-0.13740158,0.09072999,0.00761834,0.00045221,0.00199387,0.19096071,0.02421774,0.12068965,-0.13740158,0.5,-0.5,0,0.26314923,1.12088609,0.72973633,0.001,0.09072663,0.011,0.001,0.11058537,0.10090932,0.0509752,0.11058537,0.0509752,0.10090932,0.0509752,0.11058537,0.10090932,0.27580974,0.0840711,0.18842441,0.03691593,0.14126924,0.09074903,0.13053544,0.09092642,0.11058537,0.10090932,0
9931,-0.70048755,0.01232949,0.00591135,0.00037352,0.00162629,0.11652566,0.02021689,0.10169491,-0.70048755,0.5,-0.5,0,-0.13740158,0.36740553,0.20031738,0.001,0.08071756,0.0209989,0.001,0.12057431,0.09089922,0.0409701,0.12057431,0.0409701,0.09089922,0.0409701,0.12057431,0.09089922,0.06955302,-0.01061054,0.05277311,-0.02103252,0.04235113,0.08073995,0.14052239,0.08091732,0.12057431,0.09089922,0
9930,-0.37919405,-0.07892965,0.00956663,0.00062361,0.00267245,0.17174281,0.02404417,0.11666667,-0.37919405,0.5,-0.5,0,-0.70048755,-0.57473993,-0.04754639,0.001,0.07070948,0.0309968,0.001,0.13056226,0.10089013,0.050966,0.13056226,0.050966,0.10089013,0.050966,0.13056226,0.10089013,-0.16612315,-0.11795821,-0.07639169,-0.11488071,-0.07331419,0.09073187,0.15050834,0.09090923,0.13056226,0.10089013,0
9929,0.85492116,-0.06728119,0.00372642,0.00029352,0.0012536,0.09850888,0.020044,0.09836066,0.85492116,0.5,-0.5,0,-0.37919405,-1.21708322,-0.08557129,0.001,0.08070241,0.0209937,0.001,0.12054921,0.09088004,0.04096091,0.12054921,0.04096091,0.09088004,0.04096091,0.12054921,0.09088004,-0.1627844,-0.0623441,-0.14269784,-0.05789272,-0.13824646,0.0807228,0.14049329,0.08090014,0.12054921,0.09088004,0
9928,-0.45825186,0.04316334,-3.284e-5,7.198e-5,0.00032333,0.02985208,0.01605945,0.08064516,-0.45825186,0.5,-0.5,0,0.85492116,-0.22476044,0.2434082,0.001,0.07069434,0.0309916,0.001,0.11053716,0.10087095,0.03095681,0.11053716,0.03095681,0.10087095,0.03095681,0.11053716,0.10087095,0.12455495,0.12818544,-0.01920457,0.11861654,-0.02877348,0.07071473,0.13047923,0.09089205,0.11053716,0.10087095,0
9927,0.61612731,-0.01707987,-0.00142807,-1.563e-5,-3.669e-5,-0.03451368,0.01209047,0.06349207,0.61612731,0.5,-0.5,0,-0.45825186,0.01747525,0.00134277,0.001,0.08068727,0.0209885,0.001,0.1005261,0.11086086,0.04095371,0.1005261,0.04095371,0.11086086,0.04095371,0.1005261,0.11086086,-0.01800932,-0.05826963,0.00253022,-0.05833947,0.00246039,0.06070766,0.12046618,0.10088295,0.1005261,0.11086086,0
